Type                                  Module                      Label             Process   
vector<TrackCandidate>                "hltL3TrackCandidateFromL2IOHit"   ""                "HLT"     
vector<TrackCandidate>                "hltL3TrackCandidateFromL2OIHit"   ""                "HLT"     
vector<TrackCandidate>                "hltL3TrackCandidateFromL2OIState"   ""                "HLT"     
vector<TrackingParticle>              "mix"                       "MergedTrackTruth"   "HLT"     
vector<TrackingVertex>                "mix"                       "MergedTrackTruth"   "HLT"     
vector<l1extra::L1EmParticle>         "hltL1extraParticles"       "Isolated"        "HLT"     
vector<l1extra::L1EmParticle>         "l1extraParticles"          "Isolated"        "HLT"     
vector<l1extra::L1EmParticle>         "hltL1extraParticles"       "NonIsolated"     "HLT"     
vector<l1extra::L1EmParticle>         "l1extraParticles"          "NonIsolated"     "HLT"     
vector<l1extra::L1EtMissParticle>     "hltL1extraParticles"       "MET"             "HLT"     
vector<l1extra::L1EtMissParticle>     "l1extraParticles"          "MET"             "HLT"     
vector<l1extra::L1EtMissParticle>     "hltL1extraParticles"       "MHT"             "HLT"     
vector<l1extra::L1EtMissParticle>     "l1extraParticles"          "MHT"             "HLT"     
vector<l1extra::L1HFRings>            "hltL1extraParticles"       ""                "HLT"     
vector<l1extra::L1HFRings>            "l1extraParticles"          ""                "HLT"     
vector<l1extra::L1JetParticle>        "hltL1extraParticles"       "Central"         "HLT"     
vector<l1extra::L1JetParticle>        "l1extraParticles"          "Central"         "HLT"     
vector<l1extra::L1JetParticle>        "hltL1extraParticles"       "Forward"         "HLT"     
vector<l1extra::L1JetParticle>        "l1extraParticles"          "Forward"         "HLT"     
vector<l1extra::L1JetParticle>        "hltL1extraParticles"       "Tau"             "HLT"     
vector<l1extra::L1JetParticle>        "l1extraParticles"          "Tau"             "HLT"     
vector<l1extra::L1MuonParticle>       "hltL1extraParticles"       ""                "HLT"     
vector<l1extra::L1MuonParticle>       "l1extraParticles"          ""                "HLT"     
vector<reco::CaloJet>                 "hltAntiKT4CaloJets"        ""                "HLT"     
vector<reco::CaloJet>                 "hltAntiKT4CaloJetsPF"      ""                "HLT"     
vector<reco::CaloJet>                 "hltAntiKT4CaloJetsPFEt5"   ""                "HLT"     
vector<reco::CaloJet>                 "hltAntiKT4CaloJetsRegional"   ""                "HLT"     
vector<reco::CaloJet>                 "hltAntiKT4L2L3CorrCaloJetsL1FastJetPt60Eta2"   ""                "HLT"     
vector<reco::CaloJet>                 "hltBLifetimeL25Jet20HbbL1FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltBLifetimeL25JetsHbbVBF"   ""                "HLT"     
vector<reco::CaloJet>                 "hltBSoftMuonDiJet110L1FastJetL25Jets"   ""                "HLT"     
vector<reco::CaloJet>                 "hltBSoftMuonDiJet20L1FastJetL25Jets"   ""                "HLT"     
vector<reco::CaloJet>                 "hltBSoftMuonDiJet40L1FastJetL25Jets"   ""                "HLT"     
vector<reco::CaloJet>                 "hltBSoftMuonDiJet70L1FastJetL25Jets"   ""                "HLT"     
vector<reco::CaloJet>                 "hltBSoftMuonGetJetsFromDiJet110L1FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltBSoftMuonGetJetsFromDiJet20L1FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltBSoftMuonGetJetsFromDiJet40L1FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltBSoftMuonGetJetsFromDiJet70L1FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltBSoftMuonGetJetsFromJet20L1FastJetBPH"   ""                "HLT"     
vector<reco::CaloJet>                 "hltBSoftMuonGetJetsFromJet300L1FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltBSoftMuonGetJetsFromJet375L1FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltBSoftMuonGetJetsFromJet60L1FastJetBPH"   ""                "HLT"     
vector<reco::CaloJet>                 "hltBSoftMuonJet20L1FastJetL25JetsBPH"   ""                "HLT"     
vector<reco::CaloJet>                 "hltBSoftMuonJet300L1FastJetL25Jets"   ""                "HLT"     
vector<reco::CaloJet>                 "hltBSoftMuonJet375L1FastJetL25Jets"   ""                "HLT"     
vector<reco::CaloJet>                 "hltBSoftMuonJet60L1FastJetL25JetsBPH"   ""                "HLT"     
vector<reco::CaloJet>                 "hltCaloJetCorrected"       ""                "HLT"     
vector<reco::CaloJet>                 "hltCaloJetCorrectedRegional"   ""                "HLT"     
vector<reco::CaloJet>                 "hltCaloJetCorrectedRegionalNoJetID"   ""                "HLT"     
vector<reco::CaloJet>                 "hltCaloJetIDPassed"        ""                "HLT"     
vector<reco::CaloJet>                 "hltCaloJetIDPassedRegional"   ""                "HLT"     
vector<reco::CaloJet>                 "hltCaloJetL1FastJetCorrected"   ""                "HLT"     
vector<reco::CaloJet>                 "hltCaloJetL1MatchedRegional"   ""                "HLT"     
vector<reco::CaloJet>                 "hltCleanEle17CaloIdTTrkIdVLCaloIsoVLTrkIsoVLFromAK4CorrJetsJet30"   ""                "HLT"     
vector<reco::CaloJet>                 "hltCleanEle8CaloIdTTrkIdVLCaloIsoVLTrkIsoVLFromAK4CorrJetsJet30"   ""                "HLT"     
vector<reco::CaloJet>                 "hltFastPVJetVertexChecker"   ""                "HLT"     
vector<reco::CaloJet>                 "hltGetJetsfromBJetHbbVBF"   ""                "HLT"     
vector<reco::CaloJet>                 "hltGetJetsfromBLifetime3D1stTrkL25FilterJet20Hbb"   ""                "HLT"     
vector<reco::CaloJet>                 "hltGetJetsfromDiBLifetime3D1stTrkL25FilterJet20Hbb"   ""                "HLT"     
vector<reco::CaloJet>                 "hltIconeCentral1Regional"   ""                "HLT"     
vector<reco::CaloJet>                 "hltIconeCentral2Regional"   ""                "HLT"     
vector<reco::CaloJet>                 "hltIconeCentral3Regional"   ""                "HLT"     
vector<reco::CaloJet>                 "hltIconeCentral4Regional"   ""                "HLT"     
vector<reco::CaloJet>                 "hltIconeTau1Regional"      ""                "HLT"     
vector<reco::CaloJet>                 "hltIconeTau2Regional"      ""                "HLT"     
vector<reco::CaloJet>                 "hltIconeTau3Regional"      ""                "HLT"     
vector<reco::CaloJet>                 "hltIconeTau4Regional"      ""                "HLT"     
vector<reco::CaloJet>                 "hltL2TauJets"              ""                "HLT"     
vector<reco::CaloJet>                 "hltL2TauJetsIso"           ""                "HLT"     
vector<reco::CaloJet>                 "hltL2TausForPixelIsolation"   ""                "HLT"     
vector<reco::CaloJet>                 "hltSelector4CaloJetL1FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltSelector4JetsDiJet110L1FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltSelector4JetsDiJet20L1FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltSelector4JetsDiJet40L1FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltSelector4JetsDiJet70L1FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltSelector4JetsJet20L1FastJetBPH"   ""                "HLT"     
vector<reco::CaloJet>                 "hltSelector4JetsJet300L1FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltSelector4JetsJet375L1FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltSelector4JetsJet60L1FastJetBPH"   ""                "HLT"     
vector<reco::CaloJet>                 "hltSelector4JetsL1FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltSelectorJets20L1FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltSelectorJetsHbbVBF"     ""                "HLT"     
vector<reco::CaloJet>                 "hltStoppedHSCPIterativeCone4CaloJets"   ""                "HLT"     
vector<reco::CaloMET>                 "hltMet"                    ""                "HLT"     
vector<reco::CaloMET>                 "hltMetClean"               ""                "HLT"     
vector<reco::Electron>                "hltActivityGsfElectrons"   ""                "HLT"     
vector<reco::Electron>                "hltEleAnyWP80PixelMatchElectronsL1Seeded"   ""                "HLT"     
vector<reco::Electron>                "hltL1SeededGsfElectrons"   ""                "HLT"     
vector<reco::Electron>                "hltPixelMatch3HitElectronsActivity"   ""                "HLT"     
vector<reco::Electron>                "hltPixelMatch3HitElectronsL1Seeded"   ""                "HLT"     
vector<reco::Electron>                "hltPixelMatchElectronsActivity"   ""                "HLT"     
vector<reco::Electron>                "hltPixelMatchElectronsL1Seeded"   ""                "HLT"     
vector<reco::IsolatedPixelTrackCandidate>    "hltHITIPTCorrectorHB"      ""                "HLT"     
vector<reco::IsolatedPixelTrackCandidate>    "hltHITIPTCorrectorHE"      ""                "HLT"     
vector<reco::IsolatedPixelTrackCandidate>    "hltIsolPixelTrackProdHB"   ""                "HLT"     
vector<reco::IsolatedPixelTrackCandidate>    "hltIsolPixelTrackProdHE"   ""                "HLT"     
vector<reco::MET>                     "hltEle15CaloIdTTrkIdTCaloIsoVLTrkIsoVLCleanedPFHTNoPU"   ""                "HLT"     
vector<reco::MET>                     "hltEle18CaloIdTTrkIdTCaloIsoVLTrkIsoVLCleanedPFHTNoPU"   ""                "HLT"     
vector<reco::MET>                     "hltEle40CaloIdVTTrkIdTCleanedPFHTNoPU"   ""                "HLT"     
vector<reco::MET>                     "hltEle55CaloIdVTTrkIdTCleanedPFHTNoPU"   ""                "HLT"     
vector<reco::MET>                     "hltEle5CaloIdTCaloIsoVLTrkIdTTrkIsoVLCleanedPFHT350NoPUPFMET45"   ""                "HLT"     
vector<reco::MET>                     "hltEle5CaloIdTCaloIsoVLTrkIdTTrkIsoVLCleanedPFHT350NoPUPFMET50"   ""                "HLT"     
vector<reco::MET>                     "hltEle5CaloIdTTrkIdTCaloIsoVLTrkIsoVLCleanedPFHTNoPU"   ""                "HLT"     
vector<reco::MET>                     "hltEle60CaloIdVTTrkIdTCleanedPFHTNoPU"   ""                "HLT"     
vector<reco::MET>                     "hltEle85CaloIdVTTrkIdTCleanedPFHTNoPU"   ""                "HLT"     
vector<reco::MET>                     "hltEle8CaloIdTCaloIsoVLTrkIdTTrkIsoVLCleanedPFHT400NoPUPFMET50"   ""                "HLT"     
vector<reco::MET>                     "hltEle8CaloIdTCaloIsoVLTrkIdTTrkIsoVLCleanedPFHT400NoPUPFMET60"   ""                "HLT"     
vector<reco::MET>                     "hltEle8CaloIdTTrkIdTCaloIsoVLTrkIsoVLCleanedPFHTNoPU"   ""                "HLT"     
vector<reco::MET>                     "hltElectron15CaloIdTCaloIsoVLTrkIdTTrkIsoVLCleanedPFHT350NoPUPFMET45"   ""                "HLT"     
vector<reco::MET>                     "hltElectron15CaloIdTCaloIsoVLTrkIdTTrkIsoVLCleanedPFHT350NoPUPFMET50"   ""                "HLT"     
vector<reco::MET>                     "hltElectron18CaloIdTCaloIsoVLTrkIdTTrkIsoVLCleanedPFHT350NoPUPFMET50"   ""                "HLT"     
vector<reco::MET>                     "hltElectron18CaloIdTCaloIsoVLTrkIdTTrkIsoVLCleanedPFHT350NoPUPFMET60"   ""                "HLT"     
vector<reco::MET>                     "hltElectron40CaloIdTTrkIdTCleanedPFHT300NoPU"   ""                "HLT"     
vector<reco::MET>                     "hltElectron55CaloIdTTrkIdTCleanedPFHT300NoPU"   ""                "HLT"     
vector<reco::MET>                     "hltElectron60CaloIdTTrkIdTCleanedPFHT300NoPU"   ""                "HLT"     
vector<reco::MET>                     "hltElectron85CaloIdTTrkIdTCleanedPFHT300NoPU"   ""                "HLT"     
vector<reco::MET>                     "hltHt100"                  ""                "HLT"     
vector<reco::MET>                     "hltHt120"                  ""                "HLT"     
vector<reco::MET>                     "hltHt125"                  ""                "HLT"     
vector<reco::MET>                     "hltHt150"                  ""                "HLT"     
vector<reco::MET>                     "hltHt200"                  ""                "HLT"     
vector<reco::MET>                     "hltHt250"                  ""                "HLT"     
vector<reco::MET>                     "hltHt250L1FastJet"         ""                "HLT"     
vector<reco::MET>                     "hltHt300"                  ""                "HLT"     
vector<reco::MET>                     "hltHt300Mht75"             ""                "HLT"     
vector<reco::MET>                     "hltHt350"                  ""                "HLT"     
vector<reco::MET>                     "hltHt350Mht75"             ""                "HLT"     
vector<reco::MET>                     "hltHt360"                  ""                "HLT"     
vector<reco::MET>                     "hltHt400"                  ""                "HLT"     
vector<reco::MET>                     "hltHt450"                  ""                "HLT"     
vector<reco::MET>                     "hltHt500"                  ""                "HLT"     
vector<reco::MET>                     "hltHt550"                  ""                "HLT"     
vector<reco::MET>                     "hltHt600"                  ""                "HLT"     
vector<reco::MET>                     "hltHt650"                  ""                "HLT"     
vector<reco::MET>                     "hltHt750"                  ""                "HLT"     
vector<reco::MET>                     "hltHt820"                  ""                "HLT"     
vector<reco::MET>                     "hltHt850"                  ""                "HLT"     
vector<reco::MET>                     "hltHtL1FastJet"            ""                "HLT"     
vector<reco::MET>                     "hltHtMht"                  ""                "HLT"     
